package,category,first_version,last_version
Rchemcpp,bioc,213,309
RchyOptimyx,bioc,210,312
RcisTarget,bioc,307,
RcisTarget.hg19.motifDBs.cisbpOnly.500bp,experiment,307,
Rcollectl,bioc,317,
Rcpi,bioc,214,
Rcwl,bioc,309,
RcwlPipelines,bioc,309,
Rdbi,bioc,108,208
RdbiPgSQL,bioc,108,208
Rdisop,bioc,202,
ReQON,bioc,209,318
ReUseData,bioc,317,
ReactomeContentService4R,bioc,313,
ReactomeGSA,bioc,310,
ReactomeGSA.data,experiment,310,
ReactomeGraph4R,bioc,313,
ReactomePA,bioc,210,
ReadqPCR,bioc,209,
RedeR,bioc,209,
RedisParam,bioc,316,
RefNet,bioc,214,311
RefPlus,bioc,200,317
RegEnrich,bioc,312,
RegParallel,experiment,308,
RegionalST,bioc,318,
RepViz,bioc,309,
Repitools,bioc,209,
ReportingTools,bioc,211,
ResidualMatrix,bioc,312,
Resourcerer,bioc,108,214
Rfastp,bioc,312,
RforProteomics,experiment,212,
Rgin,bioc,307,315
RgnTX,bioc,316,
Rgraphviz,bioc,108,
Rhdf5lib,bioc,306,
Rhisat2,bioc,309,
Rhtslib,bioc,301,
RiboCrypt,bioc,314,
RiboDiPA,bioc,313,
RiboProfiling,bioc,302,
Ringo,bioc,200,318
Rintact,bioc,201,204
Risa,bioc,211,318
Rmagpie,bioc,204,
RmiR,bioc,205,313
RmiR.Hs.miRNA,annotation,205,
RmiR.hsa,annotation,205,
Rmmquant,bioc,308,
RnAgilentDesign028282.db,annotation,207,
RnBeads,bioc,301,
RnBeads.hg19,experiment,301,
RnBeads.hg38,experiment,302,
RnBeads.mm10,experiment,301,
RnBeads.mm9,experiment,301,
RnBeads.rn5,experiment,301,
RnaSeqGeneEdgeRQL,workflows,304,
RnaSeqSampleSize,bioc,301,
RnaSeqSampleSizeData,experiment,301,
RnaSeqTutorial,experiment,210,307
Rnits,bioc,300,
Roberts2005Annotation,annotation,200,202
Roberts2005Annotation.db,annotation,201,
RolDE,bioc,315,
Roleswitch,bioc,213,311
Rolexa,bioc,205,303
RpsiXML,bioc,203,315
Rqc,bioc,300,
Rredland,bioc,109,208
Rsamtools,bioc,206,
Rsubread,bioc,208,
Rtpca,bioc,312,
Rtreemix,bioc,202,
Ruuid,bioc,108,208
Rvisdiff,bioc,318,
S4Arrays,bioc,317,
S4Vectors,bioc,300,
SAGElyzer,bioc,108,203
SAGx,bioc,109,312
SAIGEgds,bioc,310,
SANTA,bioc,212,
SARC,bioc,318,
SBGNview,bioc,310,
SBGNview.data,experiment,310,
SBMLR,bioc,108,
SC3,bioc,303,
SCAN.UPC,bioc,211,
SCANVIS,bioc,310,
SCATE,bioc,312,318
SCATEData,experiment,312,318
SCArray,bioc,313,
SCArray.sat,bioc,317,
SCBN,bioc,308,
SCFA,bioc,312,
SCLCBam,experiment,301,
SCOPE,bioc,311,
SCnorm,bioc,306,
SDAMS,bioc,307,
SELEX,bioc,301,
SEPA,bioc,302,309
SEPIRA,bioc,307,318
SEtools,bioc,310,
SFEData,experiment,316,
SGCP,bioc,317,
SGSeq,bioc,300,
SHDZ,annotation,200,202
SHDZ.db,annotation,201,
SIAMCAT,bioc,307,
SICtools,bioc,302,
SIFT.Hsapiens.dbSNP132,annotation,209,
SIFT.Hsapiens.dbSNP137,annotation,214,
SIM,bioc,203,
SIMAT,bioc,301,
SIMD,bioc,308,
SIMLR,bioc,304,
SISPA,bioc,302,317
SJava,bioc,205,303
SLGI,bioc,202,314
SLqPCR,bioc,200,
SMAD,bioc,309,
SMAP,bioc,201,318
SMITE,bioc,303,
SNAData,experiment,108,
SNAGEE,bioc,212,
SNAGEEdata,experiment,212,
SNPRelate,bioc,300,
SNPchip,bioc,200,310
SNPediaR,bioc,304,
SNPhood,bioc,302,
SNPhoodData,experiment,302,
SNPlocs.Hsapiens.dbSNP.20071016,annotation,202,208
SNPlocs.Hsapiens.dbSNP.20080617,annotation,204,209
SNPlocs.Hsapiens.dbSNP.20090506,annotation,204,304
SNPlocs.Hsapiens.dbSNP.20100427,annotation,206,304
SNPlocs.Hsapiens.dbSNP.20101109,annotation,207,315
SNPlocs.Hsapiens.dbSNP.20110815,annotation,209,304
SNPlocs.Hsapiens.dbSNP.20111119,annotation,210,304
SNPlocs.Hsapiens.dbSNP.20120608,annotation,211,315
SNPlocs.Hsapiens.dbSNP141.GRCh38,annotation,300,315
SNPlocs.Hsapiens.dbSNP142.GRCh37,annotation,301,315
SNPlocs.Hsapiens.dbSNP144.GRCh37,annotation,301,
SNPlocs.Hsapiens.dbSNP144.GRCh38,annotation,301,
SNPlocs.Hsapiens.dbSNP149.GRCh38,annotation,305,
SNPlocs.Hsapiens.dbSNP150.GRCh38,annotation,305,
SNPlocs.Hsapiens.dbSNP151.GRCh38,annotation,307,315
SNPlocs.Hsapiens.dbSNP155.GRCh37,annotation,316,
SNPlocs.Hsapiens.dbSNP155.GRCh38,annotation,315,
SOMNiBUS,bioc,313,
SPEM,bioc,212,
SPIA,bioc,204,
SPIAT,bioc,316,
SPLINTER,bioc,304,
SPONGE,bioc,306,
SPOTlight,bioc,315,
SPsimSeq,bioc,312,
SQLDataFrame,bioc,310,
SQUADD,bioc,207,318
SRAdb,bioc,206,
SRGnet,bioc,304,312
SSPA,bioc,204,312
STAN,bioc,300,316
STATegRa,bioc,300,
STRINGdb,bioc,213,
STROMA4,bioc,305,317
STdeconvolve,bioc,315,
STexampleData,experiment,313,
SUITOR,bioc,316,
SVAPLSseq,bioc,304,311
SVM2CRM,bioc,301,309
SVM2CRMdata,experiment,301,
SVMDO,bioc,317,
SWATH2stats,bioc,302,
SamSPECTRAL,bioc,206,
ScISI,bioc,108,313
Scale4C,bioc,306,
ScaledMatrix,bioc,313,
ScerevisiaeGenome.sacCer1,annotation,108,108
Sconify,bioc,307,
ScreenR,bioc,316,
SemDist,bioc,300,
SemSim,bioc,200,202
SeqArray,bioc,212,
SeqGSEA,bioc,212,
SeqGate,bioc,312,
SeqSQC,bioc,306,
SeqVarTools,bioc,213,
SharedObject,bioc,310,
ShortRead,bioc,203,
SiPSiC,bioc,317,
SigCheck,bioc,300,
SigFuge,bioc,213,
SigsPack,bioc,310,
SimBenchData,experiment,313,
SimBindProfiles,bioc,213,318
SimBu,bioc,316,
SimFFPE,bioc,311,
Single.mTEC.Transcriptomes,experiment,303,
SingleCellAlleleExperiment,bioc,319,
SingleCellExperiment,bioc,306,
SingleCellMultiModal,experiment,311,
SingleCellSignalR,bioc,311,
SingleMoleculeFootprinting,bioc,313,
SingleMoleculeFootprintingData,experiment,313,
SingleR,bioc,310,
SingscoreAMLMutations,workflows,309,
SomaScan.db,annotation,318,
SomatiCA,bioc,212,303
SomatiCAData,experiment,212,
SomaticCancerAlterations,experiment,213,
SomaticSignatures,bioc,214,
SpaceMarkers,bioc,319,
SpacePAC,bioc,213,
Spaniel,bioc,310,
SparseArray,bioc,317,
SparseSignatures,bioc,307,
SpatialCPie,bioc,309,
SpatialDatasets,experiment,318,
SpatialDecon,bioc,312,
SpatialExperiment,bioc,312,
SpatialFeatureExperiment,bioc,316,
SpatialOmicsOverlay,bioc,317,
SpeCond,bioc,205,
Spectra,bioc,312,
SpectralTAD,bioc,309,
SpidermiR,bioc,303,318
SpikeIn,experiment,108,
SpikeInSubset,experiment,109,
SpliceWiz,bioc,316,
SplicingFactory,bioc,313,
SplicingGraphs,bioc,212,
SpotClean,bioc,316,
SpotSweeper,bioc,319,
StarBioTrek,bioc,304,318
Starr,bioc,205,311
Statial,bioc,316,
Streamer,bioc,209,
Structstrings,bioc,309,
StructuralVariantAnnotation,bioc,309,
SubCellBarCode,bioc,309,
SubcellularSpatialData,experiment,319,
SummarizedBenchmark,bioc,307,318
SummarizedExperiment,bioc,302,
Summix,bioc,313,
SurfR,bioc,319,
Sushi,bioc,214,315
SwathXtend,bioc,303,
SwimR,bioc,213,313
SynExtend,bioc,311,
SynMut,bioc,309,
TADCompare,bioc,312,
TAPseq,bioc,311,
TBSignatureProfiler,bioc,311,
TBX20BamSubset,experiment,212,
TCC,bioc,213,
TCGAMethylation450k,experiment,209,
TCGAWorkflow,workflows,305,
TCGAWorkflowData,experiment,305,
TCGAbiolinks,bioc,302,
TCGAbiolinksGUI,bioc,305,316
TCGAbiolinksGUI.data,experiment,307,
TCGAcrcmRNA,experiment,300,
TCGAcrcmiRNA,experiment,300,
TCGAutils,bioc,307,
TCseq,bioc,305,
TDARACNE,bioc,208,316
TDbasedUFE,bioc,317,
TDbasedUFEadv,bioc,317,
TEKRABber,bioc,315,
TENET.AnnotationHub,annotation,320,
TENxBUSData,experiment,310,
TENxBrainData,experiment,307,
TENxIO,bioc,316,
TENxPBMCData,experiment,308,
TENxVisiumData,experiment,313,
TENxXeniumData,experiment,319,
TEQC,bioc,208,
TFARM,bioc,306,
TFBSTools,bioc,213,
TFEA.ChIP,bioc,307,
TFHAZ,bioc,306,
TFutils,bioc,307,
TIN,bioc,301,
TMExplorer,experiment,312,
TMixClust,bioc,306,
TNBC.CMS,bioc,309,318
TOAST,bioc,310,
TOP,bioc,317,
TPP,bioc,301,
TPP2D,bioc,309,
TREG,bioc,315,
TRESS,bioc,314,
TRONCO,bioc,301,
TReNA,bioc,306,306
TSAR,bioc,318,
TSCAN,bioc,300,
TSRchitect,bioc,305,314
TSSi,bioc,209,309
TTMap,bioc,307,
TVTB,bioc,304,
TabulaMurisData,experiment,308,
TabulaMurisSenisData,experiment,314,
TarSeqQC,bioc,302,316
TargetDecoy,bioc,314,
TargetScore,bioc,213,
TargetScoreData,experiment,213,
TargetSearch,bioc,204,
TargetSearchData,experiment,204,
TileDBArray,bioc,312,
TimeSeriesExperiment,bioc,308,315
TimerQuant,experiment,302,
TimiRGeN,bioc,312,318
TissueEnrich,bioc,307,
TitanCNA,bioc,214,
TnT,bioc,306,319
ToPASeq,bioc,300,312
ToxicoGx,bioc,312,
TraRe,bioc,313,316
TrajectoryGeometry,bioc,313,
TrajectoryUtils,bioc,313,
TransOmicsData,experiment,319,
TransView,bioc,211,
Travel,bioc,313,316
TreeAndLeaf,bioc,311,
TreeSummarizedExperiment,bioc,309,
Trendy,bioc,307,
TumourMethData,experiment,318,
TurboNorm,bioc,208,
TxDb.Athaliana.BioMart.plantsmart10,annotation,209,214
TxDb.Athaliana.BioMart.plantsmart12,annotation,210,214
TxDb.Athaliana.BioMart.plantsmart14,annotation,211,214
TxDb.Athaliana.BioMart.plantsmart16,annotation,212,214
TxDb.Athaliana.BioMart.plantsmart19,annotation,213,214
TxDb.Athaliana.BioMart.plantsmart21,annotation,214,214
TxDb.Athaliana.BioMart.plantsmart22,annotation,300,
TxDb.Athaliana.BioMart.plantsmart25,annotation,301,
TxDb.Athaliana.BioMart.plantsmart28,annotation,302,
TxDb.Athaliana.BioMart.plantsmart51,annotation,314,
TxDb.Btaurus.UCSC.bosTau8.refGene,annotation,303,
TxDb.Btaurus.UCSC.bosTau9.refGene,annotation,310,
TxDb.Celegans.UCSC.ce11.ensGene,annotation,309,
TxDb.Celegans.UCSC.ce11.refGene,annotation,303,
TxDb.Celegans.UCSC.ce6.ensGene,annotation,209,
TxDb.Cfamiliaris.UCSC.canFam3.refGene,annotation,303,
TxDb.Cfamiliaris.UCSC.canFam4.refGene,annotation,314,
TxDb.Cfamiliaris.UCSC.canFam5.refGene,annotation,314,
TxDb.Cfamiliaris.UCSC.canFam6.refGene,annotation,317,
TxDb.Dmelanogaster.UCSC.dm3.ensGene,annotation,209,
TxDb.Dmelanogaster.UCSC.dm6.ensGene,annotation,303,
TxDb.Drerio.UCSC.danRer10.refGene,annotation,303,
TxDb.Drerio.UCSC.danRer11.refGene,annotation,309,
TxDb.Ggallus.UCSC.galGal4.refGene,annotation,303,
TxDb.Ggallus.UCSC.galGal5.refGene,annotation,305,
TxDb.Ggallus.UCSC.galGal6.refGene,annotation,310,
TxDb.Hsapiens.BioMart.igis,annotation,300,
TxDb.Hsapiens.UCSC.hg18.knownGene,annotation,209,
TxDb.Hsapiens.UCSC.hg19.knownGene,annotation,209,
TxDb.Hsapiens.UCSC.hg19.lincRNAsTranscripts,annotation,210,
TxDb.Hsapiens.UCSC.hg38.knownGene,annotation,300,
TxDb.Hsapiens.UCSC.hg38.refGene,annotation,313,
TxDb.Mmulatta.UCSC.rheMac10.refGene,annotation,310,
TxDb.Mmulatta.UCSC.rheMac3.refGene,annotation,303,
TxDb.Mmulatta.UCSC.rheMac8.refGene,annotation,304,
TxDb.Mmusculus.UCSC.mm10.ensGene,annotation,210,
TxDb.Mmusculus.UCSC.mm10.knownGene,annotation,211,
TxDb.Mmusculus.UCSC.mm39.knownGene,annotation,317,
TxDb.Mmusculus.UCSC.mm39.refGene,annotation,312,
TxDb.Mmusculus.UCSC.mm9.knownGene,annotation,209,
TxDb.Ptroglodytes.UCSC.panTro4.refGene,annotation,303,
TxDb.Ptroglodytes.UCSC.panTro5.refGene,annotation,307,
TxDb.Ptroglodytes.UCSC.panTro6.refGene,annotation,310,
TxDb.Rnorvegicus.BioMart.igis,annotation,300,
TxDb.Rnorvegicus.UCSC.rn4.ensGene,annotation,209,
TxDb.Rnorvegicus.UCSC.rn5.refGene,annotation,211,
TxDb.Rnorvegicus.UCSC.rn6.ncbiRefSeq,annotation,312,
TxDb.Rnorvegicus.UCSC.rn6.refGene,annotation,303,
TxDb.Rnorvegicus.UCSC.rn7.refGene,annotation,314,
TxDb.Scerevisiae.UCSC.sacCer2.ensGene,annotation,209,209
TxDb.Scerevisiae.UCSC.sacCer2.sgdGene,annotation,209,
TxDb.Scerevisiae.UCSC.sacCer3.sgdGene,annotation,211,
TxDb.Sscrofa.UCSC.susScr11.refGene,annotation,307,
TxDb.Sscrofa.UCSC.susScr3.refGene,annotation,303,
TxRegInfra,bioc,307,312
TypeInfo,bioc,109,
UCSC.utils,bioc,319,
UCSCRepeatMasker,annotation,315,
UCell,bioc,315,
UMI4Cats,bioc,312,
UNDO,bioc,214,
UPDhmm,bioc,319,
Ularcirc,bioc,308,
UniProt.ws,bioc,212,
UniProtKeywords,annotation,316,
Uniquorn,bioc,303,
VAExprs,bioc,314,
VCFArray,bioc,309,
VDJdive,bioc,316,
VERSO,bioc,312,
VaSP,bioc,312,
VanillaICE,bioc,201,
VarCon,bioc,313,
VariantAnnotation,bioc,209,
VariantExperiment,bioc,310,
VariantFiltering,bioc,214,
VariantTools,bioc,211,
VariantToolsData,experiment,305,
VectraPolarisData,experiment,315,
Vega,bioc,208,311
VegaMC,bioc,210,
VennDetail,bioc,309,
ViSEAGO,bioc,310,
VisiumIO,bioc,319,
Voyager,bioc,316,
VplotR,bioc,312,
WES.1KG.WUGSC,experiment,301,
WGSmapp,experiment,311,
WeberDivechaLCdata,experiment,316,
Wrench,bioc,308,
XBSeq,bioc,302,312
XCIR,bioc,310,313
XDE,bioc,202,
XINA,bioc,308,
XNAString,bioc,313,
XVector,bioc,213,
Xeva,bioc,309,
XhybCasneuf,experiment,200,
XtraSNPlocs.Hsapiens.dbSNP141.GRCh38,annotation,301,315
XtraSNPlocs.Hsapiens.dbSNP144.GRCh37,annotation,301,
XtraSNPlocs.Hsapiens.dbSNP144.GRCh38,annotation,301,
YAPSA,bioc,304,
YEAST,annotation,108,202
ZygosityPredictor,bioc,317,
a4,bioc,208,
a4Base,bioc,208,
a4Classif,bioc,208,
a4Core,bioc,208,
a4Preproc,bioc,208,
a4Reporting,bioc,208,
aCGH,bioc,108,
abseqR,bioc,308,
acde,bioc,302,
adSplit,bioc,108,
adaptest,bioc,307,311
adductData,experiment,309,
adductomicsR,bioc,309,
adme16cod,annotation,109,202
adme16cod.db,annotation,202,
adverSCarial,bioc,318,
affxparser,bioc,108,
affy,bioc,108,
affyContam,bioc,203,
affyILM,bioc,206,
affyPLM,bioc,108,
affyPara,bioc,202,313
affyQCReport,bioc,108,312
affycomp,bioc,108,
affycompData,experiment,208,
affycoretools,bioc,108,
affydata,experiment,108,
affyio,bioc,108,
affylmGUI,bioc,108,
affypdnn,bioc,108,310
ag,annotation,108,202
ag.db,annotation,201,
agahomology,annotation,108,202
agcdf,annotation,108,
aggregateBioVar,bioc,312,
agilp,bioc,211,
agprobe,annotation,108,
airpart,bioc,313,
airway,experiment,300,
alabaster,bioc,317,
alabaster.base,bioc,317,
alabaster.bumpy,bioc,317,
alabaster.files,bioc,318,
alabaster.mae,bioc,317,
alabaster.matrix,bioc,317,
alabaster.ranges,bioc,317,
alabaster.sce,bioc,317,
alabaster.schemas,bioc,317,
alabaster.se,bioc,317,
alabaster.spatial,bioc,317,
alabaster.string,bioc,317,
alabaster.vcf,bioc,317,
alevinQC,bioc,309,
allenpvc,experiment,308,310
alpine,bioc,304,317
alpineData,experiment,304,317
alsace,bioc,214,314
altcdfenvs,bioc,108,
alternativeSplicingEvents.hg19,annotation,304,
alternativeSplicingEvents.hg38,annotation,307,
ampliQueso,bioc,213,308
amplican,bioc,306,
anamiR,bioc,304,310
animalcules,bioc,309,
annaffy,bioc,108,
annmap,bioc,211,
annotate,bioc,108,
annotation,workflows,213,
annotationTools,bioc,200,
annotatr,bioc,304,
anopheles.db0,annotation,205,
anota,bioc,208,
anota2seq,bioc,306,
antiProfiles,bioc,212,
antiProfilesData,experiment,212,
apComplex,bioc,108,
apeglm,bioc,306,
applera,bioc,108,109
appreci8R,bioc,308,
arabidopsis.db0,annotation,202,
aracne.networks,experiment,304,
aroma.light,bioc,109,
arrayMagic,bioc,108,201
arrayMvout,bioc,203,
arrayQCplot,bioc,109,200
arrayQuality,bioc,108,
arrayQualityMetrics,bioc,201,
arrays,workflows,213,
artMS,bioc,308,
asmn,bioc,214,300
assorthead,bioc,320,
atSNP,bioc,309,
atena,bioc,314,
atgenomeatrefseq,annotation,109,201
atgenomeatrefseq7cdf,annotation,108,108
atgenomeatrefseq7probe,annotation,108,108
atgenomeatrefseqcdf,annotation,109,201
atgenomeatrefseqprobe,annotation,109,201
atgenomeattair,annotation,109,201
atgenomeattaircdf,annotation,109,201
atgenomeattairprobe,annotation,109,201
atgenomeattigr,annotation,109,109
atgenomeattigr7cdf,annotation,108,108
atgenomeattigr7probe,annotation,108,108
atgenomeattigrcdf,annotation,109,109
atgenomeattigrprobe,annotation,109,109
ath1121501,annotation,108,202
ath1121501.db,annotation,201,
ath1121501cdf,annotation,108,
ath1121501frmavecs,annotation,319,
ath1121501probe,annotation,108,
ath1atrefseq,annotation,109,201
ath1atrefseq7cdf,annotation,108,108
ath1atrefseq7probe,annotation,108,108
ath1atrefseqcdf,annotation,109,201
ath1atrefseqprobe,annotation,109,201
ath1attair,annotation,109,201
ath1attaircdf,annotation,109,201
ath1attairprobe,annotation,109,201
ath1attigr,annotation,109,109
ath1attigr7cdf,annotation,108,108
ath1attigr7probe,annotation,108,108
ath1attigrcdf,annotation,109,109
ath1attigrprobe,annotation,109,109
athhomology,annotation,108,202
attract,bioc,207,
autonomics,bioc,313,
awst,bioc,313,
bacon,bioc,303,
ballgown,bioc,300,
bambu,bioc,312,
bamsignals,bioc,301,
bandle,bioc,315,
banocc,bioc,305,
barcodetrackR,bioc,313,
barley1cdf,annotation,108,
barley1probe,annotation,108,
basecallQC,bioc,305,
basilisk,bioc,311,
basilisk.utils,bioc,311,
batchelor,bioc,309,
bayNorm,bioc,308,
baySeq,bioc,205,
bcSeq,bioc,307,
bcellViper,experiment,214,
beachmat,bioc,306,
beachmat.hdf5,bioc,318,
beadarray,bioc,108,
beadarrayExampleData,experiment,209,
beadarraySNP,bioc,109,318
beer,bioc,315,
benchdamic,bioc,314,
benchmarkfdrData2019,experiment,310,
beta7,experiment,109,
betaHMM,bioc,319,
betr,bioc,204,304
bettr,bioc,319,
bgafun,bioc,201,311
bgx,bioc,200,
bigPint,bioc,309,317
bigmelon,bioc,304,
bigmemoryExtras,bioc,211,312
bim,bioc,108,109
bioCancer,bioc,304,
bioDist,bioc,108,
bioassayR,bioc,213,
biobroom,bioc,302,
biobtreeR,bioc,311,
biocDatasets,bioc,204,207
biocGraph,bioc,201,
biocViews,bioc,108,
biocroxytest,bioc,319,
biocthis,bioc,312,
biodb,bioc,313,
biodbChebi,bioc,314,
biodbExpasy,bioc,315,
biodbHmdb,bioc,314,
biodbKegg,bioc,314,
biodbLipidmaps,bioc,314,319
biodbMirbase,bioc,315,318
biodbNcbi,bioc,315,
biodbNci,bioc,315,
biodbUniprot,bioc,314,
biomaRt,bioc,108,
biomformat,bioc,303,
biomvRCNS,bioc,212,
biosigner,bioc,303,
biosvd,bioc,214,311
biotmle,bioc,305,
biotmleData,experiment,305,
biovizBase,bioc,209,
birta,bioc,210,311
birte,bioc,301,308
biscuiteer,bioc,310,
biscuiteerData,experiment,310,
blacksheepr,bioc,310,
bladderbatch,experiment,208,
blima,bioc,300,
blimaTestingData,experiment,300,
bluster,bioc,312,
bnbc,bioc,306,
bnem,bioc,313,
bodymapRat,experiment,309,
borealis,bioc,315,
bovine.db,annotation,203,
bovine.db0,annotation,203,
bovinecdf,annotation,108,
bovineprobe,annotation,108,
brainImageR,bioc,308,309
brainImageRdata,experiment,308,314
brainflowprobes,bioc,310,318
branchpointer,bioc,305,
breakpointR,bioc,308,
breakpointRdata,experiment,308,
breastCancerMAINZ,experiment,208,
breastCancerNKI,experiment,208,
breastCancerTRANSBIG,experiment,208,
breastCancerUNT,experiment,208,
breastCancerUPP,experiment,208,
breastCancerVDX,experiment,208,
brendaDb,bioc,310,
brgedata,experiment,306,
bridge,bioc,108,316
broadSeq,bioc,320,
bronchialIL13,experiment,109,
bsseq,bioc,211,
bsseqData,experiment,211,
bsubtiliscdf,annotation,108,
bsubtilisprobe,annotation,108,
btahomology,annotation,108,202
btbovinebtense,annotation,200,201
btbovinebtensecdf,annotation,200,201
btbovinebtenseprobe,annotation,200,201
btbovinebtensg,annotation,200,201
btbovinebtensgcdf,annotation,200,201
btbovinebtensgprobe,annotation,200,201
btbovinebtenst,annotation,200,201
btbovinebtenstcdf,annotation,200,201
btbovinebtenstprobe,annotation,200,201
btbovinebtentrezg,annotation,200,201
btbovinebtentrezgcdf,annotation,200,201
btbovinebtentrezgprobe,annotation,200,201
btbovinebtrefseq,annotation,200,201
btbovinebtrefseqcdf,annotation,200,201
btbovinebtrefseqprobe,annotation,200,201
btbovinebtug,annotation,200,201
btbovinebtugcdf,annotation,200,201
btbovinebtugprobe,annotation,200,201
bugsigdbr,bioc,314,
bumphunter,bioc,212,
cBioPortalData,bioc,311,
cMAP,annotation,108,
cMap2data,experiment,212,
cTRAP,bioc,308,
caOmicsV,bioc,302,315
cadd.v1.6.hg19,annotation,318,
cadd.v1.6.hg38,annotation,318,
cageminer,bioc,314,
calm,bioc,310,
canceR,bioc,301,
cancerclass,bioc,211,
cancerdata,experiment,210,
canine.db,annotation,203,
canine.db0,annotation,203,
canine2,annotation,109,202
canine2.db,annotation,203,
canine2cdf,annotation,108,
canine2probe,annotation,108,
caninecdf,annotation,108,
canineprobe,annotation,108,
cardelino,bioc,316,
casper,bioc,212,
categoryCompare,bioc,210,
cbaf,bioc,306,
cbpManager,bioc,313,
ccImpute,bioc,316,
ccTutorial,experiment,202,318
ccdata,experiment,304,
ccfindR,bioc,307,
ccmap,bioc,304,
ccrepe,bioc,214,
ceRNAnetsim,bioc,311,
celaref,bioc,308,
celarefData,experiment,308,
celda,bioc,309,
celegans,annotation,108,202
celegans.db,annotation,203,
celeganscdf,annotation,108,
celegansprobe,annotation,108,
celhomology,annotation,108,202
cellGrowth,bioc,210,310
cellHTS,bioc,108,303
cellHTS2,bioc,201,319
cellTree,bioc,303,316
cellbaseR,bioc,305,
celldex,experiment,312,
cellity,bioc,303,
cellmigRation,bioc,313,
cellscape,bioc,305,
cellxgenedp,bioc,315,
censcyt,bioc,313,
ceu1kg,experiment,207,312
ceu1kgv,experiment,213,312
ceuhm3,experiment,206,312
cfDNAPro,bioc,312,
cfTools,bioc,317,
cfToolsData,experiment,318,
cfahomology,annotation,108,202
cfcanine2cfense,annotation,109,201
cfcanine2cfense7cdf,annotation,108,108
cfcanine2cfense7probe,annotation,108,108
cfcanine2cfensecdf,annotation,109,201
cfcanine2cfenseprobe,annotation,109,201
cfcanine2cfensg,annotation,109,201
cfcanine2cfensg7cdf,annotation,108,108
cfcanine2cfensg7probe,annotation,108,108
cfcanine2cfensgcdf,annotation,109,201
cfcanine2cfensgprobe,annotation,109,201
cfcanine2cfenst,annotation,109,201
cfcanine2cfenst7cdf,annotation,108,108
cfcanine2cfenst7probe,annotation,108,108
cfcanine2cfenstcdf,annotation,109,201
cfcanine2cfenstprobe,annotation,109,201
cfcanine2cfentrezg,annotation,109,201
cfcanine2cfentrezg7cdf,annotation,108,108
cfcanine2cfentrezg7probe,annotation,108,108
cfcanine2cfentrezgcdf,annotation,109,201
cfcanine2cfentrezgprobe,annotation,109,201
cfcanine2cfrefseq,annotation,109,201
cfcanine2cfrefseq7cdf,annotation,108,108
cfcanine2cfrefseq7probe,annotation,108,108
cfcanine2cfrefseqcdf,annotation,109,201
cfcanine2cfrefseqprobe,annotation,109,201
cfcanine2cfug,annotation,109,201
cfcanine2cfug7cdf,annotation,108,108
cfcanine2cfug7probe,annotation,108,108
cfcanine2cfugcdf,annotation,109,201
cfcanine2cfugprobe,annotation,109,201
cfcanine2cfvegat,annotation,200,201
cfcanine2cfvegatcdf,annotation,200,201
cfcanine2cfvegatprobe,annotation,200,201
cfdnakit,bioc,318,
cgdv17,experiment,210,312
cghMCR,bioc,108,
charm,bioc,206,309
charmData,experiment,206,310
cheung2010,experiment,208,307
chicken,annotation,200,202
chicken.db,annotation,203,
chicken.db0,annotation,203,
chickencdf,annotation,108,
chickenprobe,annotation,108,
chihaya,bioc,317,
chimera,bioc,212,312
chimeraviz,bioc,305,
chimp.db0,annotation,205,
chipenrich,bioc,213,
chipenrich.data,experiment,213,
chipseq,bioc,205,
chipseqDB,workflows,301,
chipseqDBData,experiment,309,
chopsticks,bioc,208,
chroGPS,bioc,211,310
chromDraw,bioc,301,
chromPlot,bioc,303,
chromVAR,bioc,306,
chromhmmData,annotation,314,
chromstaR,bioc,304,
chromstaRData,experiment,304,
chromswitch,bioc,306,317
cicero,bioc,308,
cinhomology,annotation,108,202
circRNAprofiler,bioc,310,
cisPath,bioc,212,
citruscdf,annotation,109,
citrusprobe,annotation,109,
clariomdhumanprobeset.db,annotation,304,
clariomdhumantranscriptcluster.db,annotation,304,
clariomshumanhttranscriptcluster.db,annotation,304,
clariomshumantranscriptcluster.db,annotation,304,
clariomsmousehttranscriptcluster.db,annotation,304,
clariomsmousetranscriptcluster.db,annotation,304,
clariomsrathttranscriptcluster.db,annotation,304,
clariomsrattranscriptcluster.db,annotation,304,
cleanUpdTSeq,bioc,213,
cleaver,bioc,213,
clevRvis,bioc,317,
cliProfiler,bioc,314,
clippda,bioc,205,
clipper,bioc,212,
cliqueMS,bioc,310,319
clonotypeR,bioc,213,315
clst,bioc,208,
clstutils,bioc,208,
clustComp,bioc,303,
clusterExperiment,bioc,304,
clusterProfiler,bioc,208,
clusterSeq,bioc,305,
clusterStab,bioc,108,
clustifyr,bioc,311,
clustifyrdatahub,experiment,312,
cmapR,bioc,311,
cn.farms,bioc,208,
cn.mops,bioc,209,
cnvGSA,bioc,210,
cnvGSAdata,experiment,210,
coGPS,bioc,210,
coMET,bioc,301,
coMethDMR,bioc,315,
coRNAi,bioc,207,306
coRdon,bioc,308,
cobindR,bioc,213,311
codelink,bioc,108,
coexnet,bioc,306,316
cogena,bioc,301,
cogeqc,bioc,315,
cola,bioc,309,
colonCA,experiment,108,
comapr,bioc,315,
combi,bioc,311,
compEpiTools,bioc,300,
compSPOT,bioc,318,
compartmap,bioc,308,318
compcodeR,bioc,214,
conclus,bioc,313,316
